place_id	name	latitude	longitude
794	Hillerslev	55.2066	10.3496
795	Hjallese	55.3596	10.3853
796	Holev	55.4094	10.5088
797	Hørret skov	56.0869	10.1985
798	Hosby	55.7472	10.0121
799	Hurup	56.7562	8.42042
800	Hvidbjærg Hede	56.5669	8.92571
801	Hvidbjærg, Tyholm	56.6634	8.52743
802	Hvilshøj	57.2266	10.03
803	Imer, Klim	57.1112	9.16663
804	Iowa, USA	41.5888	-93.6203
805	Jærnelund	55.4256	8.80278
806	Jærnved	55.4207	8.79118
807	Jævngyde	56.1125	9.81866
808	Jelling	55.7541	9.41612
809	Kirke Skjensved	55.5244	12.1193
810	Kistrup, Assens	56.5207	9.41881
811	Kjeldstrup	56.6818	9.92075
812	Kjelstrup, Tisted	56.9967	8.75359
813	Kokholm	56.4779	9.49942
814	Kongerslev	56.8837	10.1119
815	Kongsted	55.2488	12.0436
816	Kornerup	55.6339	11.9826
817	Krarup mølle	56.5707	8.95567
818	Kvols	56.5266	9.29151
819	Kvotrup, Mundelstrup	56.2162	10.0814
820	Langemark, Samsø	55.8479	10.6226
821	Lem	56.591	8.78439
822	Lervad	55.4558	8.95968
823	Lime	56.3889	10.2484
824	Linå	56.1979	9.69543
825	Lindeballe	55.7706	9.24203
826	Løt, Lendum	57.4112	10.3005
827	Magleby	54.9861	12.4919
828	Malle, Løgstør	56.9205	9.23955
829	Maribo	54.7743	11.5091
830	Marielyst	55.6874	12.5674
831	Mosehusene, Jetsmark	56.5276	9.92211
832	Munkebjærgby	55.5074	11.5257
833	Nimtoft	56.4107	10.563
834	Nørager	56.347	10.6365
835	Nørbeg	56.5389	9.82306
836	Nordrup	55.4822	11.4157
837	Nykjøbing, Mors	56.7946	8.85868
838	Ø Marie	55.1438	9.01853
839	Ommel, Ærø	54.8735	10.4898
840	Ormitslev	55.3518	11.2424
841	Ørridslev	55.9393	9.93701
842	Ørritslev	55.5004	10.2287
843	Ørsted	56.5533	10.3623
844	Øst Marie, Bornholm	55.1435	9.01851
845	Øster Lem	56.045	8.4287
846	Øster Vandet	56.9958	8.61685
847	Påbøl	55.8192	8.76849
848	Palsgård	55.6785	11.4822
849	Pilemark, Samsø	55.8412	10.601
850	Rævhede	57.1662	9.69007
851	Ramten	56.4379	10.6294
852	Randrup	56.7499	8.31272
853	Refshalegård	56.19	9.38267
854	Ringe, Fyn	55.2403	10.4829
855	Rødhus, Hune	57.2177	9.54674
856	Romdrup-Klarup	57.0015	10.0385
857	Rønslund	55.9405	9.32256
858	Sale	56.2812	9.82669
859	Samsø	55.8278	10.5869
860	Sejling	56.2176	9.52005
861	Selsinggårde, Samsø	55.8343	10.5599
862	Sillestrup	54.7238	11.9657
863	Sinding	56.2097	9.4657
864	Sjellerup	55.0005	9.86173
865	Sjøring, Tisted	56.9591	8.59015
866	Skallerup, Hjørring	57.4795	9.85687
867	Skallerup, Mors	56.8535	8.65881
868	Skals	56.5522	9.40683
869	Skibsby	57.4833	10.0215
870	Skjolde	55.7986	9.9459
871	Skjørtholt	57.4244	10.358
872	Snedsted	56.8954	8.52354
873	Snogbæk, Sundeved	54.9633	9.70894
874	Søby	56.5307	9.11125
875	Søheden	57.3001	10.1857
876	Søllinge	55.2856	10.5368
877	Sønderkjær	56.2921	8.37482
878	Staby	56.2645	8.24156
879	Sterregård	55.1041	10.4317
880	Stjær	56.1167	9.95282
881	Strandby	56.7872	9.21668
883	Sundby	56.881	8.67674
884	Sundeved	54.9204	9.82811
885	Sundstrup	56.6073	9.30243
886	Svendborg	55.0658	10.6229
887	Tanderup	55.841	10.5563
888	Tapdrup	56.4389	9.48691
889	Testrup	56.987	9.77588
890	Tingerup	56.4389	9.48691
891	Tirstrup	56.3004	10.6864
892	Tislum	57.4453	10.2667
893	Torsted, Tim	56.2077	8.41856
894	Tovstrup	56.7353	8.95168
895	Tulstrup	56.1104	9.77957
896	Tyholm	57.0986	9.60315
897	Udbyovre	56.6501	10.2114
898	Ulfborg	56.2723	8.31756
899	Værslev	55.6552	11.2133
900	Vallekilde	55.5333	8.9554
901	Vangeskrog	57.2615	10.1662
902	Vedersø	56.2334	8.20006
903	Vejlø	55.1776	11.7535
904	Vendsted, Åbybro	57.1613	9.70719
905	Vester Egede	55.2654	11.9643
906	Vester Tørslev	56.5967	9.90039
907	Vester Vedsted	55.2919	8.68282
908	Viemose, Kalvhave	55.0164	12.1399
909	Vigsnæs, Låland	54.8894	11.6554
910	Vinkel	56.4211	9.4982
911	Vinten-Enner	55.908	9.74228
912	Virklund	56.1303	9.55943
913	Voldby	56.4632	10.8684
914	Vole	56.1938	9.69566
915	Vore, Rugsø	56.5239	10.2689
916	Vosborg	56.0874	8.35511
919	Kirke Værløse	55.7849	12.3212
920	Sebber kloster	56.9626	9.53611
921	Barmer	56.9787	9.54011
922	Tøndering	56.7389	8.98512
923	Skjæve	57.288	10.3106
924	Gråkjær	56.7584	8.57489
925	Ovsted	55.9721	9.85777
926	Søvind	55.8935	10.0017
927	Kjelst	55.5947	8.29601
928	Gøttrup	57.0551	9.21304
929	Frisenborg	56.2642	9.89111
930	Kåstrup	57.0269	8.73225
931	Holmsland	56.1271	8.19015
932	Søgård	56.1389	8.19223
933	Dokkedal	56.905	10.2527
934	Mou	56.9678	10.2217
935	Tyrskind	55.702	9.3831
936	Sødinge Skole	57.4404	10.4068
937	Trebjærg	55.8877	9.6833
938	Hoved kro	55.9451	9.9625
939	Vrenderup	55.6174	8.7275
940	Dalby Over	56.6217	10.2028
941	Gjerlev	56.5892	10.1309
942	Gassum	56.5769	9.9986
943	Hvedsten	56.5574	10
944	Hoven Højskole	55.8524	8.7609
945	Bavnehøj-mølle	56.4237	10.8627
946	Vallensbæk	55.637	12.3675
947	Grinderslevkloster	56.6961	9.0696
948	Åsum	55.4017	10.4644
949	Odense	55.3986	10.3913
950	Vester Grønning	56.6525	9.0522
951	Højby	55.3333	10.4499
